#Task Selector: 5
#PID Parameters: kp: 0.09, kd: 0.04, ki: 0.04
#n_pos: 5
#n_vel: 15
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
13014222 80.00 0.00 0.00 0.00 79.64 -0.55 79.92 -1.03 0.79 -69.14 -11.24 4.42
13032053 80.00 0.00 0.00 0.00 82.36 -0.58 80.46 -1.04 183.39 -2.05 6.43 4.21
13047547 80.00 0.00 0.00 0.00 79.63 0.65 80.46 -0.56 -152.83 69.00 2.03 8.74
13063993 80.00 0.00 0.00 0.00 82.36 -0.58 80.72 -0.08 175.88 -79.41 8.61 -1.13
13080264 80.00 0.00 0.00 0.00 82.34 0.63 81.27 -0.08 -0.86 73.27 8.49 8.79
13095744 80.00 0.00 0.00 0.00 81.00 -0.56 81.54 -0.09 -82.65 -73.12 -3.01 9.24
13112906 80.00 0.00 0.00 0.00 82.33 1.83 81.53 0.40 86.12 154.65 13.46 14.67
13128711 80.00 0.00 0.00 0.00 80.96 3.04 81.80 0.87 -79.69 70.61 2.40 19.45
13145597 80.00 0.00 0.00 0.00 82.36 -0.58 81.80 0.87 88.17 -229.11 13.75 9.04
13160855 80.00 0.00 0.00 0.00 82.34 0.63 81.80 0.87 -0.83 71.36 13.70 13.79
13178223 80.00 0.00 0.00 0.00 79.63 0.65 81.52 1.12 -177.68 1.67 -8.81 14.06
13192975 80.00 0.00 0.00 0.00 82.34 0.63 81.53 0.88 156.09 -1.47 12.80 4.01
13209567 80.00 0.00 0.00 0.00 79.62 1.85 81.26 0.64 -184.54 83.04 0.42 14.91
13226014 80.00 0.00 0.00 0.00 79.63 0.65 80.71 0.88 0.69 -72.30 -5.09 15.03
13242876 80.00 0.00 0.00 0.00 82.34 0.63 80.71 0.88 164.83 -1.55 11.79 -0.30
13258204 80.00 0.00 0.00 0.00 79.64 -0.55 80.72 0.64 -159.96 -69.66 1.08 -0.34
13274804 80.00 0.00 0.00 0.00 79.64 -0.55 80.18 0.41 0.00 0.00 -11.15 -0.20
13290775 80.00 0.00 0.00 0.00 79.64 -0.55 80.18 -0.07 0.00 0.00 -0.96 -4.80
13307052 80.00 0.00 0.00 0.00 79.64 -0.55 80.18 -0.31 0.00 0.00 -12.69 0.49
13323633 80.00 0.00 0.00 0.00 81.00 -0.56 79.91 -0.55 83.09 -0.93 -7.09 -4.45
13340657 80.00 0.00 0.00 0.00 78.31 -1.73 79.65 -0.79 -161.78 -70.47 -12.37 -4.28
13356344 80.00 0.00 0.00 0.00 78.31 -1.73 79.38 -1.02 0.00 0.00 -18.11 -14.59
13373323 80.00 0.00 0.00 0.00 79.66 -1.75 79.39 -1.26 85.82 -1.10 -7.07 -19.37
13389324 80.00 0.00 0.00 0.00 81.05 -4.17 79.67 -1.99 82.01 -142.91 -7.48 -13.62
13404227 80.00 0.00 0.00 0.00 76.99 -2.91 78.87 -2.46 -253.76 78.98 -24.35 -13.11
13422030 80.00 0.00 0.00 0.00 76.99 -2.91 78.60 -2.69 0.00 0.00 -12.50 -13.22
13438126 80.00 0.00 0.00 0.00 77.01 -4.11 78.34 -3.17 1.15 -67.29 -22.83 -17.61
13453560 80.00 0.00 0.00 0.00 76.99 -2.91 77.81 -3.40 -1.27 74.42 -10.61 -18.19
13470026 80.00 0.00 0.00 0.00 76.97 -1.71 76.99 -2.91 -1.17 77.55 -10.74 -8.20
13486948 80.00 0.00 0.00 0.00 77.01 -4.11 77.00 -3.15 2.34 -145.45 -21.57 -17.79
13502731 80.00 0.00 0.00 0.00 79.68 -2.95 77.53 -3.16 157.55 68.49 -0.40 -8.58
